% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.274890762e+01 -4.191092376e+00 -4.191092376e+00 +4.7358e-01 +3.0898e-01 +6.9034e-02 +3.5295e-02 +3.8802e-02
4 0 +1.174042525e+01 -5.199574749e+00 -5.199574749e+00 -7.7251e-02 +9.7209e-02 +1.4013e-01 -4.7157e-01 +3.3972e-01
10 0 +1.118838366e+01 -5.751616338e+00 -5.751616338e+00 +5.0606e-01 +2.1602e-01 -7.0078e-02 +1.2237e-01 +2.4162e-01
17 0 +6.289656115e+00 -1.065034389e+01 -1.065034389e+01 +5.3910e-01 +1.6793e-01 -3.9412e-01 -2.0756e-01 +2.0281e-01
38 0 +5.811406172e+00 -1.112859383e+01 -1.112859383e+01 +1.2149e+00 -9.7655e-02 -5.0670e-01 +4.3363e-01 +3.6358e-01
43 0 +5.556891615e+00 -1.138310838e+01 -1.138310838e+01 +1.1868e+00 -2.5209e-01 -2.3911e-01 +6.9291e-01 +1.0821e+00
92 0 +4.929916531e+00 -1.201008347e+01 -1.201008347e+01 +3.0963e+00 +1.3490e-02 -1.5847e+00 +1.5217e+00 +7.2217e-01
106 0 +4.693995531e+00 -1.224600447e+01 -1.224600447e+01 +3.2928e+00 -4.5711e-01 -1.4985e+00 +4.0746e-01 +9.6563e-01
114 0 +4.371051126e+00 -1.256894887e+01 -1.256894887e+01 +3.1401e+00 -5.0472e-01 -1.6304e+00 +5.3945e-01 +9.1108e-01
129 0 +4.164890255e+00 -1.277510975e+01 -1.277510975e+01 +3.7333e+00 +1.5283e-01 -1.7492e+00 +9.3003e-02 +7.9543e-01
137 0 +3.601824259e+00 -1.333817574e+01 -1.333817574e+01 +3.8935e+00 +1.3389e+00 -1.5466e+00 +1.8458e-02 +1.0447e+00
141 0 +3.109758731e+00 -1.383024127e+01 -1.383024127e+01 +3.5081e+00 +1.1932e+00 -1.4875e+00 +1.3928e-01 +8.6374e-01
143 0 +2.932476878e+00 -1.400752312e+01 -1.400752312e+01 +2.6994e+00 +9.0499e-01 -1.2329e+00 -1.4149e-01 +4.2181e-01
147 0 +2.063171485e+00 -1.487682851e+01 -1.487682851e+01 +2.8581e+00 +1.1656e+00 -1.5229e+00 -2.7691e-01 +4.3983e-01
160 0 +1.897252407e+00 -1.504274759e+01 -1.504274759e+01 +3.8740e+00 +1.0803e+00 -1.6729e+00 +1.0860e+00 +1.2144e+00
183 0 +1.261758112e+00 -1.567824189e+01 -1.567824189e+01 +3.5068e+00 +1.6581e+00 -1.8472e+00 +5.5117e-01 +1.0954e+00
196 0 +1.193499328e+00 -1.574650067e+01 -1.574650067e+01 +3.7267e+00 +2.1796e+00 -1.9734e+00 +8.8238e-01 +1.0741e+00
278 0 +9.808523477e-01 -1.595914765e+01 -1.595914765e+01 +3.6042e+00 +1.9954e+00 -1.7487e+00 +5.5169e-01 +7.5502e-01
325 0 +9.174118696e-01 -1.602258813e+01 -1.602258813e+01 +3.5912e+00 +2.0003e+00 -1.6970e+00 +5.4436e-01 +7.5275e-01
332 0 +7.676811071e-01 -1.617231889e+01 -1.617231889e+01 +3.5726e+00 +2.0358e+00 -1.6851e+00 +5.2761e-01 +7.2160e-01
359 0 +7.518000214e-01 -1.618819998e+01 -1.618819998e+01 +3.6033e+00 +1.9851e+00 -1.7082e+00 +5.4813e-01 +7.2760e-01
361 0 +7.297630525e-01 -1.621023695e+01 -1.621023695e+01 +3.5854e+00 +1.9851e+00 -1.7024e+00 +5.2932e-01 +7.0946e-01
363 0 +6.965195736e-01 -1.624348043e+01 -1.624348043e+01 +3.5921e+00 +1.9866e+00 -1.6977e+00 +5.3687e-01 +7.2058e-01
383 0 +6.886939829e-01 -1.625130602e+01 -1.625130602e+01 +3.5919e+00 +1.9827e+00 -1.7005e+00 +5.3494e-01 +7.1838e-01
504 0 +6.789898833e-01 -1.626101012e+01 -1.626101012e+01 +3.5926e+00 +1.9836e+00 -1.6975e+00 +5.3652e-01 +7.1795e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.881000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.295974632e+00 +2.610597463e+01 +2.610597463e+01 -9.8184e-02 +3.7628e-01 +2.9199e-02 -7.6569e-03 -3.0743e-02
2 0 +6.089764100e+00 +2.489976410e+01 +2.489976410e+01 -1.0633e-01 -3.5371e-01 -3.8768e-01 +1.0693e-01 +5.0101e-01
3 0 +5.581940867e+00 +2.439194087e+01 +2.439194087e+01 +1.2099e-01 +4.4447e-01 -2.4448e-01 +3.4285e-01 -4.1068e-01
7 0 +3.261458104e+00 +2.207145810e+01 +2.207145810e+01 +2.2732e-01 +7.3862e-02 -3.0013e-01 +4.7085e-01 +1.7382e-01
30 0 +3.032267290e+00 +2.184226729e+01 +2.184226729e+01 +1.3144e-01 +1.5260e-01 -3.4485e-01 +8.0413e-03 +2.6558e-01
179 0 +2.947787537e+00 +2.175778754e+01 +2.175778754e+01 -2.6766e-01 +8.1589e-01 -1.6820e+00 +8.3846e-01 -5.7142e-01
465 0 +2.883530930e+00 +2.169353093e+01 +2.169353093e+01 -2.3532e-01 +8.1276e-01 -1.6606e+00 +8.2078e-01 -5.4504e-01
504 0 +2.877865383e+00 +2.168786538e+01 +2.168786538e+01 -2.3544e-01 +8.1309e-01 -1.6615e+00 +8.2362e-01 -5.4604e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.731500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.348045836e+01 +2.866304584e+02 +2.866304584e+02 -3.7161e-01 +1.2949e-01 +1.2412e-01 +4.0766e-01 +1.0764e-01
6 0 +1.119987800e+01 +2.843498780e+02 +2.843498780e+02 +4.1474e-01 +7.1008e-01 -4.8828e-01 +6.2687e-01 -5.7915e-02
