% f evaluations | g evaluations | best noise-free fitness - Fopt (7.627000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.888890863e+04 +4.896517863e+04 +4.896517863e+04 -4.5479e-01 +3.8475e-01 -3.7413e-01 -5.2106e-02 +7.5599e-02 +1.6725e-01 +4.2033e-01 -1.6819e-01 +2.7661e-02 +4.4426e-01
2 0 +1.891942721e+04 +1.899569721e+04 +1.899569721e+04 -5.8141e-01 -7.1831e-02 -2.7927e-01 -4.6273e-01 +4.9255e-02 +1.2105e-01 +2.6320e-01 -2.1319e-02 +2.0950e-01 -1.4899e-01
4 0 +1.513463682e+04 +1.521090682e+04 +1.521090682e+04 +2.3095e-01 -2.0730e-02 +3.7187e-01 -6.4782e-02 -6.2266e-01 -7.8805e-02 -2.0738e-01 -8.4165e-02 +2.1444e-01 -2.7585e-01
7 0 +2.499350932e+03 +2.575620932e+03 +2.575620932e+03 +7.7684e-02 +4.7476e-01 -8.2667e-02 -3.2168e-01 -1.7894e-01 -2.5382e-01 -3.0675e-01 -4.9998e-02 +4.2664e-01 -2.8030e-01
12 0 +6.568189093e+01 +1.419518909e+02 +1.419518909e+02 -4.0959e-02 +1.0145e+00 +5.3014e-02 -4.2728e-01 -5.1157e-01 +3.8205e-02 -6.7424e-01 +2.6453e-01 +7.6063e-02 -1.9688e-01
247 0 +4.678277612e+01 +1.230527761e+02 +1.230527761e+02 -8.4904e-01 -3.6901e-01 +1.8105e-01 +2.6027e-01 -1.3793e+00 -2.8582e-01 -7.2106e-01 +2.3326e-01 -2.8264e-01 +8.3106e-01
311 0 +4.661945579e+01 +1.228894558e+02 +1.228894558e+02 -1.0430e+00 -4.2377e-01 +1.3215e-01 +4.2743e-02 -1.4301e+00 +3.4581e-01 -9.5611e-01 +2.5655e-01 -5.1944e-03 +7.3919e-01
347 0 +2.479378884e+01 +1.010637888e+02 +1.010637888e+02 -8.1747e-01 -2.7905e-01 +2.9051e-01 +8.5872e-03 -1.5778e+00 +2.8156e-01 -8.3359e-01 +4.8130e-01 -6.4109e-02 +7.1889e-01
1000 0 +2.472860711e+01 +1.009986071e+02 +1.009986071e+02 -1.1191e+00 -1.4512e-01 +3.6725e-01 +3.8789e-03 -1.4765e+00 +2.6783e-01 -6.6838e-01 +4.5706e-01 -1.1026e-01 +5.7790e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.255000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.261633607e+03 +3.239083607e+03 +3.239083607e+03 +9.9022e-02 -1.6515e-01 +2.3332e-01 -1.4473e-01 +1.5383e-01 -3.1637e-01 +2.1301e-01 -6.7275e-02 -1.1125e-01 -2.5357e-01
21 0 +9.218497700e+02 +8.992997700e+02 +8.992997700e+02 +6.4657e-01 +6.3804e-02 +1.4806e-01 +1.4088e-02 +5.5982e-01 -2.6567e-01 +2.8087e-01 +3.1482e-01 -4.6328e-02 -8.7683e-01
40 0 +4.879514895e+02 +4.654014895e+02 +4.654014895e+02 +5.1204e-01 +3.9346e-01 +3.7784e-01 -5.9176e-01 +3.4988e-01 -3.4698e-01 +1.6287e-01 -3.6688e-01 +1.6804e-01 -6.9811e-01
69 0 +6.575667104e+01 +4.320667104e+01 +4.320667104e+01 +1.5277e-01 +1.0991e-02 +2.1786e-01 +1.8533e-01 +4.6764e-01 -5.6017e-01 -1.5849e-01 -7.6206e-01 -3.5947e-01 -8.3730e-01
234 0 +5.444486771e+01 +3.189486771e+01 +3.189486771e+01 +5.7896e-01 +3.9757e-01 +1.0334e+00 +4.3031e-01 +6.3141e-01 -4.7817e-01 +2.6188e-02 -5.1745e-01 +3.3324e-01 -1.9383e-01
245 0 +4.278744000e+01 +2.023744000e+01 +2.023744000e+01 +7.3911e-01 +1.8796e-01 +1.2549e+00 +4.3593e-01 +2.5876e-01 -6.0435e-01 +1.8790e-01 -4.0195e-01 +3.1945e-01 -3.4376e-01
269 0 +4.230281841e+01 +1.975281841e+01 +1.975281841e+01 +7.6908e-01 +3.3474e-01 +1.3223e+00 +4.5728e-01 +6.4508e-01 -6.0617e-01 +1.2964e-01 -1.5751e-01 +5.2800e-01 -2.5953e-01
345 0 +3.987182244e+01 +1.732182244e+01 +1.732182244e+01 +1.1062e+00 +3.5723e-01 +1.5578e+00 +4.8169e-01 +1.0202e+00 -9.6572e-01 +2.4631e-01 +6.5660e-03 +2.3541e-01 -2.8641e-01
385 0 +3.952964411e+01 +1.697964411e+01 +1.697964411e+01 +1.0228e+00 +5.5777e-01 +1.3563e+00 +4.0312e-01 +1.3328e+00 -1.0107e+00 +9.5153e-02 -1.7681e-01 +1.9739e-02 -1.6606e-01
444 0 +3.819975765e+01 +1.564975765e+01 +1.564975765e+01 +1.1240e+00 +5.7231e-01 +1.4569e+00 +2.7517e-01 +1.5482e+00 -9.2198e-01 +1.7941e-01 -1.8962e-01 +5.0126e-02 -3.3071e-01
514 0 +3.664208917e+01 +1.409208917e+01 +1.409208917e+01 +1.0413e+00 +6.3479e-01 +1.2856e+00 +3.4069e-01 +1.3203e+00 -9.1904e-01 +8.8315e-02 -2.4084e-01 +1.3982e-01 -2.0638e-01
546 0 +3.540509074e+01 +1.285509074e+01 +1.285509074e+01 +1.0421e+00 +6.7460e-01 +1.3105e+00 +2.9708e-01 +1.5361e+00 -9.5886e-01 +6.1140e-02 -2.5826e-01 +1.2423e-01 -2.0578e-01
771 0 +3.464075253e+01 +1.209075253e+01 +1.209075253e+01 +9.4666e-01 +6.6421e-01 +1.2711e+00 +2.5904e-01 +1.4730e+00 -8.9498e-01 +8.2680e-02 -3.0714e-01 +1.4932e-01 -4.6438e-02
1000 0 +3.453889730e+01 +1.198889730e+01 +1.198889730e+01 +9.2877e-01 +6.6258e-01 +1.2581e+00 +2.3891e-01 +1.4728e+00 -8.8179e-01 +8.4903e-02 -3.0730e-01 +1.6048e-01 -3.3012e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.366000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.086676921e+06 +3.086690581e+06 +3.086690581e+06 -5.0296e-02 +6.5392e-02 -2.3930e-01 -2.7209e-01 +2.2671e-01 -2.1722e-01 -3.9165e-01 -2.6177e-01 -3.3960e-01 +2.8114e-01
2 0 +2.560196383e+06 +2.560210043e+06 +2.560210043e+06 +6.6939e-02 +3.0042e-02 -4.1197e-01 +1.2365e-01 +1.3452e-01 +1.5481e-01 +2.1290e-01 +5.4454e-01 -1.1714e-01 +1.3174e-01
6 0 +2.245883653e+06 +2.245897313e+06 +2.245897313e+06 +3.1889e-01 -4.9145e-02 -7.9913e-01 -3.6250e-01 -3.3524e-02 +8.1394e-03 +3.1908e-01 -3.9167e-02 -9.8278e-02 -1.6665e-01
12 0 +2.116421888e+06 +2.116435548e+06 +2.116435548e+06 -2.2650e-01 -2.5801e-01 -6.0680e-01 +2.1196e-01 -2.0614e-03 -1.6344e-01 +1.5771e-01 +3.1087e-01 +4.6276e-02 +6.3364e-01
14 0 +1.926786373e+06 +1.926800033e+06 +1.926800033e+06 +1.7373e-01 +4.1638e-01 -7.7299e-01 -8.4919e-02 +2.4359e-01 -1.3466e-01 +4.9807e-01 +6.2591e-01 -2.2977e-02 -3.3708e-01
16 0 +1.533483935e+06 +1.533497595e+06 +1.533497595e+06 +4.2222e-01 +1.7983e-01 -5.7463e-01 +2.4962e-01 +6.8451e-01 -1.0256e-01 +5.4116e-01 -1.6631e-01 -1.1354e-01 -1.4899e-01
22 0 +8.877318559e+05 +8.877455159e+05 +8.877455159e+05 -3.7759e-01 +3.5913e-01 -6.5327e-01 +2.3118e-01 -9.5705e-02 -4.2373e-01 +5.9629e-01 +3.5192e-03 +4.9477e-01 +2.4368e-01
26 0 +8.603139039e+05 +8.603275639e+05 +8.603275639e+05 +6.7048e-01 +3.6981e-01 -4.5472e-01 +6.7871e-01 +4.0772e-01 -2.8996e-01 +5.8236e-01 +2.7747e-01 -5.4902e-01 +1.2003e-01
33 0 +4.986382185e+05 +4.986518785e+05 +4.986518785e+05 +1.3006e-01 +5.0834e-01 -2.8365e-01 +9.8368e-01 +7.1344e-01 -7.0705e-01 +4.6947e-01 +2.6899e-01 -1.4198e-01 +1.2562e-01
36 0 +8.095229643e+04 +8.096595643e+04 +8.096595643e+04 -1.8562e-02 +8.5887e-01 -3.2919e-01 +8.8882e-01 +9.3682e-01 -6.8496e-01 +7.7534e-01 +1.5370e-01 -6.9208e-02 +3.7082e-01
42 0 +5.051971948e+03 +5.065631948e+03 +5.065631948e+03 +4.1820e-01 +8.1725e-01 -3.2708e-01 +1.2990e+00 +8.6959e-01 -9.0381e-01 +8.1818e-01 -8.3052e-01 +1.8062e-01 +3.2209e-02
47 0 +3.027621609e+03 +3.041281609e+03 +3.041281609e+03 -3.4961e-01 +1.2403e+00 -1.8553e-01 +9.4627e-01 +7.1562e-01 -5.8691e-01 +9.6738e-01 -3.4999e-01 +2.4315e-02 +4.0340e-01
48 0 +7.448083002e+02 +7.584683002e+02 +7.584683002e+02 -1.2337e-01 +8.4143e-01 -2.6930e-01 +1.2601e+00 +1.5441e+00 -6.3687e-01 +9.2923e-01 -7.5758e-02 -2.8266e-01 +4.5013e-01
55 0 +5.194967029e+02 +5.331567029e+02 +5.331567029e+02 +6.2685e-02 +9.5594e-02 +3.8202e-01 +1.5435e+00 +1.4075e+00 -3.9261e-01 +1.8932e+00 -2.4626e-01 +2.5195e-01 +3.9169e-01
74 0 +4.817823862e+02 +4.954423862e+02 +4.954423862e+02 -1.2876e+00 -6.6094e-01 -2.9574e-01 +1.1560e+00 +1.2077e+00 -4.4513e-01 +2.4145e+00 -1.5836e-01 -5.7095e-02 -4.9226e-01
116 0 +8.018197390e+01 +9.384197390e+01 +9.384197390e+01 -1.5929e+00 +2.2390e-02 -2.9783e-02 +2.9312e+00 +1.1578e+00 +2.7249e-01 +1.2933e+00 -3.4690e-01 -2.7031e-01 +1.7881e+00
260 0 +7.677375256e+01 +9.043375256e+01 +9.043375256e+01 -1.6903e+00 +2.8355e-01 +4.1979e-01 +2.8360e+00 +5.1079e-01 -1.8083e-01 +1.4825e+00 +4.1997e-01 -1.3658e-01 +1.6332e+00
341 0 +6.741458158e+01 +8.107458158e+01 +8.107458158e+01 -1.0413e+00 +2.9840e-01 -1.3749e-02 +1.7448e+00 +8.4490e-01 +9.6786e-02 +1.7373e+00 +4.5581e-01 -1.7189e-01 +1.4719e+00
1000 0 +6.713578254e+01 +8.079578254e+01 +8.079578254e+01 -1.1600e+00 +2.9110e-01 -2.1422e-01 +1.7818e+00 +7.3759e-01 +2.8997e-01 +1.9655e+00 +7.1999e-01 +6.6196e-02 +1.2760e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.378400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.910065166e+06 +5.911003006e+06 +5.911003006e+06 -2.0323e-01 -4.0300e-01 +5.2631e-01 +5.9468e-02 +7.3992e-02 -1.4882e-01 +5.5022e-02 -4.8632e-02 +2.2334e-01 -2.2596e-02
2 0 +2.451852663e+06 +2.452790503e+06 +2.452790503e+06 -8.4798e-01 +2.8218e-01 -4.6243e-01 +3.4430e-02 -2.2639e-01 -1.7225e-01 -3.4426e-01 -2.6154e-01 +3.2261e-01 +2.3567e-01
17 0 +2.084759334e+06 +2.085697174e+06 +2.085697174e+06 -8.4874e-01 +2.7752e-01 +4.8426e-02 +5.1359e-02 -2.2137e-01 -2.0172e-01 +3.5070e-02 -6.2205e-01 -3.8324e-01 +5.5317e-01
25 0 +1.984676206e+06 +1.985614046e+06 +1.985614046e+06 -3.6125e-01 +4.8596e-01 +2.0356e-01 +8.0407e-02 +2.1036e-01 +3.3744e-01 +1.3664e-01 -4.4768e-01 +2.2355e-01 +5.1644e-01
