% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.226741654e+06 +6.226531774e+06 +6.226531774e+06 -9.3535e-02 +2.1870e-01 +6.5348e-02 -2.6974e-01 -7.4606e-01
2 0 +3.980459665e+06 +3.980249785e+06 +3.980249785e+06 +2.7398e-01 +3.3812e-01 -4.5424e-01 +4.9180e-01 -1.2897e-01
3 0 +3.544601628e+06 +3.544391748e+06 +3.544391748e+06 +7.8938e-01 +1.8055e-01 -1.0077e-01 +3.7133e-01 +3.3340e-02
4 0 +2.961068358e+06 +2.960858478e+06 +2.960858478e+06 +3.8745e-02 +2.2839e-02 -4.6539e-02 +1.9027e-01 +2.4321e-01
10 0 +1.537478451e+06 +1.537268571e+06 +1.537268571e+06 -9.5283e-02 +2.3804e-01 -5.6564e-02 -3.3958e-01 +6.8663e-01
19 0 +9.319200910e+05 +9.317102110e+05 +9.317102110e+05 -1.6929e-01 +4.2124e-01 -3.0044e-01 -8.4442e-01 +9.5769e-01
25 0 +6.906905718e+05 +6.904806918e+05 +6.904806918e+05 +1.1398e-01 +2.9199e-01 -3.9505e-01 -7.6251e-01 +1.1209e+00
28 0 +5.249976624e+05 +5.247877824e+05 +5.247877824e+05 +3.5796e-01 +3.2345e-01 -7.3697e-01 -1.1152e+00 +1.4445e+00
29 0 +3.103627805e+05 +3.101529005e+05 +3.101529005e+05 +1.3573e+00 +6.4612e-01 -3.2944e-01 -5.3315e-01 +1.5905e+00
35 0 +2.562727880e+05 +2.560629080e+05 +2.560629080e+05 +9.9078e-01 +7.9606e-01 -8.5170e-01 -3.5719e-01 +1.8976e+00
39 0 +2.345002232e+05 +2.342903432e+05 +2.342903432e+05 +1.8853e-01 +9.4184e-01 -1.0989e+00 -2.9700e-01 +1.7811e+00
50 0 +1.744424079e+05 +1.742325279e+05 +1.742325279e+05 +1.7404e+00 +3.1239e-01 -1.8086e+00 +2.0593e-01 +1.8128e+00
60 0 +1.471058429e+05 +1.468959629e+05 +1.468959629e+05 +5.3057e-01 -5.4012e-01 -1.7906e+00 +4.9898e-01 +1.8226e+00
79 0 +3.750777385e+04 +3.729789385e+04 +3.729789385e+04 +7.6741e-02 +1.6330e+00 -1.5216e+00 +2.0508e+00 +1.6859e+00
94 0 +2.399256677e+04 +2.378268677e+04 +2.378268677e+04 +1.6845e+00 +6.3516e-01 -1.2982e+00 +2.5673e+00 +1.7953e+00
132 0 +2.077865857e+04 +2.056877857e+04 +2.056877857e+04 -2.3974e+00 +2.1639e+00 -1.7940e-01 +2.3252e+00 +1.6974e+00
155 0 +1.826622163e+04 +1.805634163e+04 +1.805634163e+04 -2.5324e+00 +2.3627e+00 -2.3708e-01 +2.4251e+00 +1.8483e+00
168 0 +1.596503605e+04 +1.575515605e+04 +1.575515605e+04 -3.0170e+00 +2.5726e+00 +1.0835e-01 +2.2659e+00 +1.8438e+00
177 0 +1.303332773e+04 +1.282344773e+04 +1.282344773e+04 -3.2162e+00 +2.4449e+00 +2.7212e-01 +2.6405e+00 +1.7674e+00
189 0 +1.021509716e+04 +1.000521716e+04 +1.000521716e+04 -2.7620e+00 +2.4613e+00 +6.0795e-01 +2.1510e+00 +1.7756e+00
243 0 +9.948766280e+03 +9.738886280e+03 +9.738886280e+03 -3.2916e+00 +2.1556e+00 +6.0068e-01 +2.3978e+00 +1.7486e+00
249 0 +8.710411174e+03 +8.500531174e+03 +8.500531174e+03 -2.9715e+00 +2.4081e+00 +6.0997e-01 +2.4162e+00 +1.7677e+00
264 0 +8.596623163e+03 +8.386743163e+03 +8.386743163e+03 -3.2672e+00 +2.2714e+00 +8.5327e-01 +2.4354e+00 +1.7487e+00
266 0 +6.084384983e+03 +5.874504983e+03 +5.874504983e+03 -3.3115e+00 +2.2619e+00 +1.0462e+00 +2.4069e+00 +1.7772e+00
274 0 +5.598550066e+03 +5.388670066e+03 +5.388670066e+03 -3.4391e+00 +2.3666e+00 +1.2958e+00 +2.4634e+00 +1.8059e+00
291 0 +5.142396845e+03 +4.932516845e+03 +4.932516845e+03 -3.2723e+00 +2.5624e+00 +1.4723e+00 +2.2759e+00 +1.7698e+00
300 0 +4.445203001e+03 +4.235323001e+03 +4.235323001e+03 -3.3277e+00 +2.7011e+00 +2.0033e+00 +2.2266e+00 +1.8077e+00
301 0 +4.071727032e+03 +3.861847032e+03 +3.861847032e+03 -3.1728e+00 +2.6235e+00 +1.6745e+00 +2.4447e+00 +1.7909e+00
314 0 +3.116401202e+03 +2.906521202e+03 +2.906521202e+03 -3.4414e+00 +2.9815e+00 +2.0096e+00 +2.3447e+00 +1.7845e+00
321 0 +1.700269503e+03 +1.490389503e+03 +1.490389503e+03 -3.6264e+00 +2.7687e+00 +2.4520e+00 +2.3212e+00 +1.7776e+00
327 0 +8.133852684e+02 +6.035052684e+02 +6.035052684e+02 -3.6099e+00 +3.0633e+00 +2.7680e+00 +2.4205e+00 +1.7857e+00
337 0 +7.267544337e+02 +5.168744337e+02 +5.168744337e+02 -4.0384e+00 +3.1823e+00 +3.3765e+00 +2.2736e+00 +1.7820e+00
372 0 +7.112613194e+02 +5.013813194e+02 +5.013813194e+02 -3.9348e+00 +3.5429e+00 +2.9744e+00 +2.3507e+00 +1.7928e+00
375 0 +6.105486466e+02 +4.006686466e+02 +4.006686466e+02 -3.9861e+00 +3.6170e+00 +3.9788e+00 +2.3823e+00 +1.7742e+00
386 0 +5.392386499e+02 +3.293586499e+02 +3.293586499e+02 -4.0103e+00 +3.6143e+00 +3.7288e+00 +2.3875e+00 +1.7989e+00
389 0 +4.730201988e+02 +2.631401988e+02 +2.631401988e+02 -4.0286e+00 +3.3426e+00 +3.3439e+00 +2.4097e+00 +1.7966e+00
390 0 +3.519467404e+02 +1.420667404e+02 +1.420667404e+02 -3.8597e+00 +3.6367e+00 +3.4342e+00 +2.4025e+00 +1.7860e+00
396 0 +3.446382444e+02 +1.347582444e+02 +1.347582444e+02 -3.9356e+00 +3.5184e+00 +3.6015e+00 +2.3837e+00 +1.7803e+00
414 0 +3.312204891e+02 +1.213404891e+02 +1.213404891e+02 -4.2511e+00 +3.1962e+00 +3.3619e+00 +2.3795e+00 +1.7894e+00
467 0 +3.302757767e+02 +1.203957767e+02 +1.203957767e+02 -4.2940e+00 +3.3876e+00 +3.6253e+00 +2.3642e+00 +1.7893e+00
477 0 +3.052239965e+02 +9.534399647e+01 +9.534399647e+01 -4.1574e+00 +3.3426e+00 +3.5482e+00 +2.3654e+00 +1.7868e+00
496 0 +2.953603352e+02 +8.548033520e+01 +8.548033520e+01 -4.2817e+00 +3.3191e+00 +3.6290e+00 +2.3771e+00 +1.7859e+00
504 0 +2.953603352e+02 +8.548033520e+01 +8.548033520e+01 -4.2817e+00 +3.3191e+00 +3.6290e+00 +2.3771e+00 +1.7859e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.209000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.056863750e+05 +4.055942850e+05 +4.055942850e+05 -9.3535e-02 +2.1870e-01 +6.5348e-02 -2.6974e-01 -7.4606e-01
2 0 +1.917033920e+05 +1.916113020e+05 +1.916113020e+05 +2.7398e-01 +3.3812e-01 -4.5424e-01 +4.9180e-01 -1.2897e-01
