% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.048843790e+01 +8.138437899e+00 +8.138437899e+00 +5.3659e-01 +1.3095e-01 +2.8950e-02 -5.5906e-01 -8.3220e-02
5 0 +4.279630460e+01 -9.553695405e+00 -9.553695405e+00 -3.5551e-01 -6.1696e-02 +4.4585e-01 +7.1017e-02 -3.0715e-01
11 0 +2.832201164e+01 -2.402798836e+01 -2.402798836e+01 -1.7967e-01 -3.7069e-01 +6.5557e-01 -3.1315e-01 -5.3093e-01
20 0 +1.214167538e+01 -4.020832462e+01 -4.020832462e+01 -6.6722e-01 -4.1252e-01 +1.0213e+00 -5.5955e-01 -1.2204e+00
25 0 +1.145628870e+01 -4.089371130e+01 -4.089371130e+01 -1.2579e+00 -9.8203e-02 +1.3708e+00 -4.9311e-01 -5.6662e-01
27 0 +7.619682707e+00 -4.473031729e+01 -4.473031729e+01 -1.3531e+00 -6.7859e-01 +7.9758e-01 -1.0542e+00 -9.5586e-01
33 0 +2.564447968e+00 -4.978555203e+01 -4.978555203e+01 -2.7351e+00 -1.3010e+00 +1.9636e+00 -1.6255e+00 -1.5925e+00
36 0 +2.169327326e+00 -5.018067267e+01 -5.018067267e+01 -8.5274e-01 -3.7384e-01 +1.9186e+00 -1.2299e+00 -1.5320e+00
41 0 +1.469740350e+00 -5.088025965e+01 -5.088025965e+01 -2.0871e+00 -9.8316e-01 +2.0753e+00 -1.8297e+00 -1.7043e+00
68 0 +1.220527850e+00 -5.112947215e+01 -5.112947215e+01 -2.9359e-01 -4.1409e-01 +2.5695e+00 -2.6908e+00 -6.3808e-01
71 0 +1.184728232e+00 -5.116527177e+01 -5.116527177e+01 -1.9184e+00 -7.6053e-01 +2.9132e+00 -2.2058e+00 -9.8924e-01
78 0 +6.932292606e-01 -5.165677074e+01 -5.165677074e+01 -3.2186e-01 -1.4482e+00 +2.7112e+00 -2.7442e+00 -1.0568e+00
109 0 +5.527842794e-01 -5.179721572e+01 -5.179721572e+01 -4.5255e-01 -6.7479e-01 +2.9251e+00 -2.2946e+00 -1.6279e+00
117 0 +2.174768256e-01 -5.213252317e+01 -5.213252317e+01 -1.0171e+00 -1.0742e+00 +2.5390e+00 -2.3424e+00 -1.3380e+00
152 0 +1.254015364e-01 -5.222459846e+01 -5.222459846e+01 -8.2718e-01 -1.1436e+00 +2.6872e+00 -2.1340e+00 -1.7353e+00
164 0 +6.355210136e-02 -5.228644790e+01 -5.228644790e+01 -9.6476e-01 -1.2293e+00 +2.5660e+00 -2.4593e+00 -1.4786e+00
198 0 +5.927162495e-02 -5.229072838e+01 -5.229072838e+01 -1.0912e+00 -1.3614e+00 +2.5547e+00 -2.7171e+00 -1.5772e+00
200 0 +4.306495440e-02 -5.230693505e+01 -5.230693505e+01 -9.3821e-01 -1.1699e+00 +2.2798e+00 -2.4982e+00 -1.4842e+00
228 0 +2.789247941e-02 -5.232210752e+01 -5.232210752e+01 -9.8460e-01 -1.2687e+00 +2.5160e+00 -2.5700e+00 -1.6049e+00
235 0 +9.924526506e-03 -5.234007547e+01 -5.234007547e+01 -9.4986e-01 -1.2701e+00 +2.4874e+00 -2.5051e+00 -1.5205e+00
310 0 +9.467444594e-03 -5.234053256e+01 -5.234053256e+01 -9.8941e-01 -1.3291e+00 +2.5748e+00 -2.5258e+00 -1.5265e+00
316 0 +8.709686460e-03 -5.234129031e+01 -5.234129031e+01 -9.5449e-01 -1.3141e+00 +2.6186e+00 -2.4972e+00 -1.4712e+00
324 0 +8.269390476e-03 -5.234173061e+01 -5.234173061e+01 -9.6482e-01 -1.3135e+00 +2.6064e+00 -2.4870e+00 -1.5396e+00
329 0 +7.886782732e-03 -5.234211322e+01 -5.234211322e+01 -9.6145e-01 -1.3291e+00 +2.6416e+00 -2.4945e+00 -1.5427e+00
336 0 +6.553427333e-03 -5.234344657e+01 -5.234344657e+01 -9.3251e-01 -1.2811e+00 +2.5714e+00 -2.4641e+00 -1.4987e+00
346 0 +5.451870304e-03 -5.234454813e+01 -5.234454813e+01 -9.5816e-01 -1.3011e+00 +2.5709e+00 -2.4827e+00 -1.5168e+00
348 0 +3.430015961e-03 -5.234656998e+01 -5.234656998e+01 -9.4699e-01 -1.2999e+00 +2.5784e+00 -2.4628e+00 -1.5509e+00
380 0 +2.935730905e-03 -5.234706427e+01 -5.234706427e+01 -9.4839e-01 -1.3042e+00 +2.5818e+00 -2.4650e+00 -1.5438e+00
406 0 +2.698713796e-03 -5.234730129e+01 -5.234730129e+01 -9.4176e-01 -1.2909e+00 +2.5560e+00 -2.4625e+00 -1.5169e+00
417 0 +2.686331131e-03 -5.234731367e+01 -5.234731367e+01 -9.2327e-01 -1.2906e+00 +2.5952e+00 -2.4548e+00 -1.5825e+00
424 0 +1.856963993e-03 -5.234814304e+01 -5.234814304e+01 -9.2707e-01 -1.2809e+00 +2.5572e+00 -2.4454e+00 -1.5156e+00
434 0 +1.676528927e-03 -5.234832347e+01 -5.234832347e+01 -9.0940e-01 -1.2801e+00 +2.5859e+00 -2.4265e+00 -1.5187e+00
